epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
45,0.6181,0.7855,0.4643,0.6341,0.4841,0.9190,3.56e-05,33,0.5703,0.4375,0.4926,0.5012,0.3260
46,0.6107,0.7657,0.4574,0.6277,0.4745,0.9272,3.13e-05,33,0.5591,0.4282,0.4826,0.4855,0.3341
47,0.6069,0.7674,0.4682,0.6378,0.4875,0.9223,2.72e-05,33,0.5685,0.4461,0.4954,0.4963,0.3383
48,0.5997,0.7639,0.4613,0.6313,0.4787,0.9270,2.33e-05,33,0.5642,0.4298,0.4887,0.4952,0.3323
49,0.5966,0.7683,0.4671,0.6368,0.4855,0.9249,1.97e-05,33,0.5679,0.4303,0.4925,0.5031,0.3408
50,0.5932,0.7618,0.4789,0.6476,0.4995,0.9208,1.64e-05,32,0.5759,0.4549,0.5039,0.5069,0.3522
51,0.5911,0.7602,0.4782,0.6470,0.4978,0.9239,1.33e-05,32,0.5775,0.4478,0.5043,0.5122,0.3480
52,0.5879,0.7649,0.4782,0.6470,0.4991,0.9195,1.06e-05,33,0.5774,0.4562,0.5033,0.5047,0.3503
53,0.5851,0.7680,0.4752,0.6443,0.4950,0.9226,8.13e-06,33,0.5761,0.4438,0.5027,0.5130,0.3409
54,0.5805,0.7723,0.4751,0.6442,0.4957,0.9194,5.99e-06,32,0.5760,0.4475,0.5007,0.5095,0.3431
55,0.5801,0.7566,0.4799,0.6486,0.4998,0.9233,4.17e-06,32,0.5803,0.4530,0.5059,0.5134,0.3478
56,0.5796,0.7821,0.4706,0.6400,0.4912,0.9183,2.67e-06,33,0.5749,0.4388,0.4967,0.5043,0.3396
57,0.5811,0.7630,0.4726,0.6419,0.4916,0.9245,1.50e-06,33,0.5774,0.4407,0.4967,0.5069,0.3422
58,0.5786,0.7590,0.4760,0.6450,0.4957,0.9228,6.64e-07,33,0.5767,0.4516,0.5009,0.5040,0.3481
59,0.5776,0.7559,0.4777,0.6466,0.4970,0.9250,1.63e-07,33,0.5787,0.4474,0.5027,0.5118,0.3478
60,0.5796,0.7605,0.4787,0.6475,0.4988,0.9226,8.00e-10,33,0.5788,0.4503,0.5042,0.5119,0.3485
