epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
48,0.5585,0.6007,0.5988,0.7490,0.6130,0.9626,2.34e-05,37,0.7440,0.5797,0.6229,0.6583,0.4181
49,0.5541,0.5957,0.6182,0.7641,0.6348,0.9594,1.98e-05,37,0.7580,0.6070,0.6430,0.6738,0.4352
50,0.5529,0.5935,0.6260,0.7700,0.6437,0.9579,1.64e-05,37,0.7617,0.6110,0.6469,0.6778,0.4506
51,0.5495,0.5914,0.6170,0.7631,0.6332,0.9603,1.34e-05,37,0.7568,0.6015,0.6407,0.6710,0.4382
52,0.5478,0.5898,0.6140,0.7608,0.6294,0.9615,1.06e-05,37,0.7540,0.5978,0.6369,0.6691,0.4356
53,0.5450,0.5889,0.6168,0.7630,0.6326,0.9610,8.16e-06,37,0.7567,0.5984,0.6381,0.6703,0.4412
54,0.5447,0.5876,0.6153,0.7618,0.6307,0.9617,6.01e-06,37,0.7568,0.5974,0.6371,0.6699,0.4380
55,0.5455,0.5865,0.6136,0.7606,0.6288,0.9622,4.19e-06,37,0.7568,0.5959,0.6369,0.6692,0.4343
56,0.5422,0.5862,0.6181,0.7640,0.6338,0.9613,2.68e-06,37,0.7585,0.6009,0.6400,0.6719,0.4409
57,0.5426,0.5856,0.6157,0.7622,0.6311,0.9621,1.51e-06,37,0.7565,0.5989,0.6376,0.6697,0.4386
58,0.5422,0.5856,0.6177,0.7637,0.6333,0.9616,6.70e-07,37,0.7578,0.6010,0.6394,0.6713,0.4408
59,0.5418,0.5855,0.6176,0.7636,0.6332,0.9616,1.67e-07,37,0.7578,0.6007,0.6394,0.6713,0.4405
60,0.5404,0.5855,0.6177,0.7637,0.6333,0.9616,8.00e-10,37,0.7579,0.6009,0.6395,0.6714,0.4406
