epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
48,0.3067,0.6000,0.6427,0.7825,0.6723,0.9360,2.34e-05,124,0.7977,0.6196,0.6545,0.6826,0.4713
49,0.3033,0.6040,0.6436,0.7831,0.6733,0.9358,1.98e-05,124,0.7973,0.6183,0.6631,0.6841,0.4673
50,0.3003,0.5601,0.6272,0.7709,0.6503,0.9463,1.64e-05,124,0.7819,0.6104,0.6561,0.6746,0.4393
51,0.2974,0.5800,0.6459,0.7848,0.6741,0.9391,1.34e-05,124,0.7956,0.6222,0.6662,0.6838,0.4730
52,0.2955,0.6134,0.6531,0.7902,0.6840,0.9353,1.06e-05,124,0.8007,0.6356,0.6680,0.6888,0.4809
53,0.2924,0.5937,0.6407,0.7810,0.6688,0.9385,8.17e-06,124,0.7922,0.6195,0.6641,0.6830,0.4596
54,0.2914,0.5944,0.6472,0.7858,0.6762,0.9377,6.02e-06,124,0.7937,0.6362,0.6691,0.6875,0.4653
55,0.2912,0.7381,0.6524,0.7897,0.6917,0.9200,4.19e-06,125,0.7967,0.6341,0.6677,0.6851,0.4807
56,0.2890,0.5979,0.6442,0.7836,0.6728,0.9381,2.69e-06,125,0.7944,0.6177,0.6634,0.6878,0.4683
57,0.2900,0.8214,0.6426,0.7824,0.6850,0.9120,1.51e-06,124,0.7968,0.6213,0.6622,0.6753,0.4634
58,0.2880,0.6109,0.6434,0.7830,0.6725,0.9369,6.74e-07,124,0.7969,0.6232,0.6659,0.6844,0.4618
59,0.2876,0.5749,0.6431,0.7828,0.6702,0.9410,1.68e-07,124,0.7947,0.6248,0.6682,0.6847,0.4598
60,0.2868,0.6809,0.6544,0.7911,0.6890,0.9286,8.00e-10,124,0.8001,0.6327,0.6672,0.6888,0.4847
