epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
48,0.32190,0.31235,0.7083,0.8292,0.7539,0.9212,9.05e-05,64,0.8134,0.6707,0.7035,0.7396,0.5900
49,0.31779,0.30775,0.7104,0.8307,0.7580,0.9188,9.00e-05,64,0.8133,0.6828,0.7068,0.7371,0.5898
50,0.31239,0.30300,0.7148,0.8337,0.7649,0.9160,8.95e-05,64,0.8205,0.6810,0.7114,0.7457,0.5917
51,0.30776,0.29915,0.7108,0.8310,0.7627,0.9126,8.90e-05,64,0.8104,0.6808,0.7077,0.7411,0.5914
52,0.30318,0.29384,0.7108,0.8310,0.7590,0.9180,8.84e-05,64,0.8118,0.6783,0.7059,0.7429,0.5911
53,0.29831,0.28765,0.7218,0.8384,0.7704,0.9196,8.79e-05,64,0.8310,0.6924,0.7160,0.7479,0.6005
54,0.29344,0.28463,0.7237,0.8397,0.7809,0.9081,8.74e-05,64,0.8281,0.6960,0.7204,0.7491,0.6019
55,0.28913,0.27950,0.7247,0.8404,0.7786,0.9127,8.68e-05,64,0.8324,0.6960,0.7195,0.7498,0.6034
56,0.28524,0.27422,0.7315,0.8449,0.7862,0.9131,8.62e-05,64,0.8352,0.7023,0.7268,0.7582,0.6104
57,0.27976,0.27049,0.7276,0.8423,0.7821,0.9126,8.57e-05,64,0.8343,0.6958,0.7214,0.7556,0.6072
58,0.27560,0.27059,0.7092,0.8299,0.7653,0.9063,8.51e-05,64,0.8138,0.6663,0.7068,0.7382,0.5957
59,0.27254,0.26176,0.7365,0.8483,0.7952,0.9089,8.45e-05,64,0.8453,0.7113,0.7278,0.7571,0.6191
60,0.26624,0.25709,0.7340,0.8466,0.7859,0.9175,8.39e-05,64,0.8419,0.7047,0.7276,0.7612,0.6117
61,0.26258,0.25253,0.7459,0.8545,0.8053,0.9100,8.33e-05,64,0.8514,0.7224,0.7407,0.7729,0.6188
62,0.25974,0.25270,0.7292,0.8434,0.7938,0.8996,8.26e-05,64,0.8156,0.7065,0.7229,0.7578,0.6192
63,0.25521,0.24537,0.7461,0.8546,0.8079,0.9070,8.20e-05,64,0.8528,0.7184,0.7364,0.7702,0.6281
64,0.25105,0.24300,0.7371,0.8486,0.7957,0.9092,8.14e-05,64,0.8426,0.7129,0.7311,0.7590,0.6173
65,0.24820,0.23781,0.7519,0.8584,0.8156,0.9058,8.07e-05,64,0.8615,0.7202,0.7413,0.7786,0.6333
66,0.24425,0.23559,0.7444,0.8535,0.8085,0.9038,8.01e-05,64,0.8461,0.7146,0.7319,0.7696,0.6356
67,0.24116,0.23024,0.7565,0.8614,0.8213,0.9055,7.94e-05,64,0.8574,0.7337,0.7464,0.7809,0.6400
68,0.23724,0.22792,0.7470,0.8552,0.8074,0.9090,7.87e-05,64,0.8526,0.7172,0.7402,0.7739,0.6263
69,0.23348,0.22379,0.7516,0.8582,0.8111,0.9110,7.81e-05,64,0.8555,0.7286,0.7431,0.7780,0.6290
70,0.22958,0.22176,0.7541,0.8598,0.8224,0.9007,7.74e-05,64,0.8597,0.7242,0.7410,0.7775,0.6435
71,0.22759,0.21747,0.7566,0.8615,0.8204,0.9068,7.67e-05,64,0.8595,0.7332,0.7463,0.7793,0.6413
72,0.22466,0.21400,0.7598,0.8635,0.8239,0.9071,7.60e-05,64,0.8666,0.7337,0.7500,0.7840,0.6408
73,0.22085,0.21154,0.7585,0.8627,0.8230,0.9064,7.53e-05,64,0.8646,0.7375,0.7469,0.7839,0.6364
74,0.21755,0.20981,0.7531,0.8592,0.8169,0.9060,7.45e-05,64,0.8530,0.7306,0.7429,0.7781,0.6379
75,0.21638,0.20968,0.7459,0.8544,0.8126,0.9008,7.38e-05,64,0.8530,0.7305,0.7480,0.7682,0.6068
76,0.21470,0.20293,0.7628,0.8654,0.8285,0.9058,7.31e-05,64,0.8697,0.7373,0.7534,0.7896,0.6390
77,0.21029,0.19950,0.7641,0.8663,0.8273,0.9091,7.24e-05,64,0.8689,0.7392,0.7515,0.7896,0.6468
78,0.20709,0.19718,0.7691,0.8695,0.8401,0.9011,7.16e-05,64,0.8755,0.7405,0.7589,0.7946,0.6504
79,0.20482,0.19492,0.7619,0.8649,0.8221,0.9124,7.09e-05,64,0.8646,0.7373,0.7542,0.7877,0.6421
80,0.20259,0.19221,0.7682,0.8689,0.8365,0.9039,7.01e-05,64,0.8714,0.7443,0.7582,0.7901,0.6524
81,0.20047,0.19036,0.7676,0.8685,0.8375,0.9018,6.94e-05,64,0.8708,0.7451,0.7562,0.7913,0.6499
82,0.19684,0.18683,0.7766,0.8742,0.8503,0.8996,6.86e-05,64,0.8786,0.7540,0.7640,0.8019,0.6588
83,0.19483,0.18703,0.7619,0.8648,0.8277,0.9055,6.78e-05,64,0.8610,0.7407,0.7528,0.7869,0.6436
84,0.19372,0.18348,0.7729,0.8719,0.8486,0.8965,6.70e-05,64,0.8681,0.7537,0.7628,0.7992,0.6566
85,0.19169,0.18578,0.7549,0.8603,0.8288,0.8943,6.63e-05,64,0.8454,0.7377,0.7477,0.7749,0.6453
86,0.18856,0.17913,0.7721,0.8714,0.8432,0.9015,6.55e-05,64,0.8744,0.7485,0.7644,0.7951,0.6532
87,0.18564,0.17819,0.7694,0.8697,0.8413,0.9001,6.47e-05,64,0.8695,0.7524,0.7617,0.7953,0.6440
88,0.18492,0.17610,0.7732,0.8721,0.8506,0.8948,6.39e-05,64,0.8759,0.7600,0.7680,0.7945,0.6436
