index,z,y,x,padded_context,valid,positive,tp,fp,fn,iou,dice,precision,recall
339,448,1856,0,1,262144,0,0,0,0,0.0,0.0,0.0,0.0
340,448,1856,64,0,262144,0,0,0,0,0.0,0.0,0.0,0.0
341,448,1856,128,1,163840,0,0,0,0,0.0,0.0,0.0,0.0
342,448,1920,0,1,262144,0,0,0,0,0.0,0.0,0.0,0.0
343,448,1920,64,0,262144,0,0,0,0,0.0,0.0,0.0,0.0
344,448,1920,128,1,163840,0,0,0,0,0.0,0.0,0.0,0.0
345,448,1984,0,1,262144,0,0,0,0,0.0,0.0,0.0,0.0
346,448,1984,64,0,262144,0,0,0,0,0.0,0.0,0.0,0.0
347,448,1984,128,1,163840,0,0,0,0,0.0,0.0,0.0,0.0
348,448,2048,0,1,262144,0,0,0,0,0.0,0.0,0.0,0.0
349,448,2048,64,0,262144,0,0,0,0,0.0,0.0,0.0,0.0
350,448,2048,128,1,163840,0,0,0,0,0.0,0.0,0.0,0.0
351,448,2112,0,1,262144,0,0,0,0,0.0,0.0,0.0,0.0
352,448,2112,64,0,262144,0,0,0,0,0.0,0.0,0.0,0.0
353,448,2112,128,1,163840,0,0,0,0,0.0,0.0,0.0,0.0
354,448,2176,0,1,262144,0,0,0,0,0.0,0.0,0.0,0.0
355,448,2176,64,0,262144,0,0,0,0,0.0,0.0,0.0,0.0
356,448,2176,128,1,163840,0,0,0,0,0.0,0.0,0.0,0.0
357,448,2240,0,1,262144,0,0,0,0,0.0,0.0,0.0,0.0
358,448,2240,64,0,262144,0,0,0,0,0.0,0.0,0.0,0.0
359,448,2240,128,1,163840,0,0,0,0,0.0,0.0,0.0,0.0
360,448,2304,0,1,262144,0,0,0,0,0.0,0.0,0.0,0.0
361,448,2304,64,0,262144,0,0,0,0,0.0,0.0,0.0,0.0
362,448,2304,128,1,163840,0,0,0,0,0.0,0.0,0.0,0.0
363,448,2368,0,1,262144,0,0,0,0,0.0,0.0,0.0,0.0
364,448,2368,64,0,262144,0,0,0,0,0.0,0.0,0.0,0.0
365,448,2368,128,1,163840,0,0,0,0,0.0,0.0,0.0,0.0
366,448,2432,0,1,262144,0,0,0,0,0.0,0.0,0.0,0.0
