epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
1,1.9228,1.8012,0.0465,0.0889,0.0467,0.9388,2.09e-05,117,0.0427,0.0548,0.0544,0.0473,0.0338
2,1.7045,1.6422,0.0790,0.1465,0.0795,0.9298,5.61e-05,112,0.0742,0.0956,0.0866,0.0828,0.0571
3,1.5756,1.5446,0.1002,0.1821,0.1010,0.9260,1.04e-04,112,0.0963,0.1193,0.1134,0.1069,0.0683
4,1.4576,1.4138,0.1310,0.2316,0.1323,0.9280,1.52e-04,111,0.1273,0.1528,0.1472,0.1402,0.0905
5,1.3375,1.3068,0.1440,0.2518,0.1456,0.9312,1.87e-04,113,0.1404,0.1686,0.1632,0.1505,0.0998
6,1.2268,1.1926,0.1635,0.2810,0.1650,0.9457,2.00e-04,111,0.1591,0.1901,0.1854,0.1710,0.1141
7,1.1351,1.1169,0.2385,0.3851,0.2434,0.9215,2.00e-04,115,0.2367,0.2644,0.2665,0.2457,0.1768
8,1.0540,1.0331,0.2418,0.3894,0.2458,0.9362,1.99e-04,114,0.2453,0.2737,0.2809,0.2538,0.1630
9,0.9869,0.9897,0.2568,0.4087,0.2616,0.9330,1.98e-04,112,0.2597,0.2974,0.3030,0.2641,0.1696
10,0.9358,0.9354,0.2888,0.4481,0.2952,0.9296,1.97e-04,112,0.2972,0.3206,0.3311,0.2996,0.1994
11,0.8944,0.9027,0.2610,0.4139,0.2648,0.9476,1.96e-04,115,0.2664,0.2879,0.2975,0.2652,0.1883
12,0.8608,0.8589,0.3258,0.4915,0.3342,0.9289,1.94e-04,116,0.3216,0.3577,0.3651,0.3210,0.2562
13,0.8287,0.8400,0.3340,0.5008,0.3427,0.9301,1.92e-04,113,0.3361,0.3649,0.3870,0.3385,0.2425
14,0.8090,0.8435,0.3462,0.5143,0.3568,0.9208,1.89e-04,114,0.3493,0.3716,0.3775,0.3429,0.2790
15,0.7861,0.8296,0.3507,0.5192,0.3607,0.9263,1.87e-04,111,0.3588,0.3846,0.3957,0.3428,0.2664
16,0.7687,0.8053,0.3641,0.5338,0.3749,0.9267,1.84e-04,113,0.3602,0.3958,0.4063,0.3606,0.2895
17,0.7521,0.7969,0.3796,0.5503,0.3913,0.9270,1.80e-04,115,0.3825,0.4124,0.4265,0.3790,0.2905
18,0.7335,0.7725,0.3806,0.5514,0.3916,0.9314,1.77e-04,116,0.3812,0.4131,0.4266,0.3756,0.2991
19,0.7271,0.7601,0.4119,0.5835,0.4259,0.9259,1.73e-04,116,0.4251,0.4378,0.4471,0.4128,0.3267
20,0.7097,0.7647,0.3514,0.5201,0.3588,0.9449,1.69e-04,116,0.3672,0.3972,0.4071,0.3579,0.2391
21,0.6979,0.7619,0.4139,0.5855,0.4289,0.9219,1.64e-04,116,0.4229,0.4505,0.4526,0.4222,0.3152
22,0.6879,0.7357,0.3923,0.5636,0.4027,0.9383,1.60e-04,116,0.4036,0.4320,0.4402,0.3945,0.2898
