epoch,train_loss,train_seg,train_profile,train_trace,ramp,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage,val_iou_intersecting_conjugate
81,0.26232,0.26232,0.00000,0.00000,1.00,0.25384,0.4953,0.6625,0.5990,0.7409,1.00e-04,39,0.5798,0.5387,0.5942,0.5685,0.1389,0.7791
82,0.26255,0.26255,0.00000,0.00000,1.00,0.24665,0.5057,0.6717,0.6009,0.7615,1.00e-04,39,0.5880,0.5205,0.6161,0.5608,0.1623,0.7781
83,0.25646,0.25646,0.00000,0.00000,1.00,0.24853,0.5029,0.6692,0.6031,0.7517,1.00e-04,39,0.5725,0.5126,0.6040,0.5582,0.1618,0.7792
84,0.25983,0.25983,0.00000,0.00000,1.00,0.23450,0.5208,0.6849,0.6147,0.7731,1.00e-04,39,0.6030,0.5374,0.6327,0.5726,0.1886,0.7776
85,0.25749,0.25749,0.00000,0.00000,1.00,0.24257,0.5073,0.6731,0.6039,0.7603,1.00e-04,39,0.5841,0.5549,0.6226,0.5584,0.1665,0.7823
86,0.26055,0.26055,0.00000,0.00000,1.00,0.24111,0.5032,0.6695,0.5869,0.7791,1.00e-04,39,0.5901,0.5329,0.6217,0.5629,0.1735,0.7773
87,0.25808,0.25808,0.00000,0.00000,1.00,0.24655,0.5029,0.6693,0.5877,0.7770,1.00e-04,39,0.5933,0.5107,0.5863,0.5669,0.1676,0.7696
88,0.25573,0.25573,0.00000,0.00000,1.00,0.23566,0.5131,0.6782,0.6040,0.7733,1.00e-04,39,0.5983,0.5518,0.6359,0.5612,0.1777,0.7799
89,0.25184,0.25184,0.00000,0.00000,1.00,0.23301,0.5114,0.6768,0.6063,0.7657,1.00e-04,39,0.6131,0.5696,0.6358,0.5908,0.1779,0.7676
90,0.25434,0.25434,0.00000,0.00000,1.00,0.25452,0.4873,0.6552,0.5847,0.7452,1.00e-04,39,0.5174,0.5336,0.5709,0.5162,0.1719,0.7752
91,0.25249,0.25249,0.00000,0.00000,1.00,0.24891,0.5009,0.6674,0.5857,0.7757,1.00e-04,39,0.5601,0.5353,0.5998,0.5277,0.1648,0.7786
92,0.25499,0.25499,0.00000,0.00000,1.00,0.24519,0.4989,0.6657,0.5901,0.7636,1.00e-04,39,0.5591,0.5282,0.6002,0.5535,0.1718,0.7760
93,0.25542,0.25542,0.00000,0.00000,1.00,0.23922,0.5088,0.6745,0.5999,0.7702,1.00e-04,39,0.5952,0.5603,0.6277,0.5706,0.1653,0.7737
94,0.25137,0.25137,0.00000,0.00000,1.00,0.23430,0.5078,0.6736,0.5854,0.7930,1.00e-04,39,0.6081,0.5453,0.6209,0.5653,0.1829,0.7755
