epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
48,0.4975,0.7435,0.4883,0.6562,0.5104,0.9185,2.34e-05,124,0.5122,0.5360,0.5028,0.4983,0.3842
49,0.4941,0.7193,0.4848,0.6530,0.5049,0.9240,1.98e-05,124,0.5070,0.5394,0.4972,0.4864,0.3867
50,0.4896,0.7069,0.4806,0.6492,0.4991,0.9281,1.64e-05,124,0.5085,0.5319,0.4855,0.4825,0.3880
51,0.4862,0.7006,0.4817,0.6502,0.5003,0.9284,1.34e-05,124,0.5058,0.5386,0.4849,0.4803,0.3925
52,0.4840,0.7317,0.5128,0.6780,0.5381,0.9161,1.06e-05,124,0.5369,0.5584,0.5243,0.5192,0.4152
53,0.4796,0.7229,0.4921,0.6596,0.5133,0.9224,8.17e-06,124,0.5133,0.5435,0.5000,0.4907,0.4040
54,0.4781,0.7225,0.4958,0.6630,0.5175,0.9223,6.02e-06,125,0.5182,0.5400,0.5085,0.5003,0.4022
55,0.4785,0.7064,0.4870,0.6550,0.5062,0.9280,4.19e-06,124,0.5112,0.5389,0.4998,0.4854,0.3920
56,0.4753,0.7133,0.4989,0.6657,0.5203,0.9237,2.69e-06,124,0.5211,0.5447,0.5071,0.5031,0.4088
57,0.4748,0.7310,0.5031,0.6694,0.5263,0.9193,1.51e-06,124,0.5262,0.5481,0.5190,0.5105,0.4016
58,0.4745,0.7174,0.4992,0.6659,0.5209,0.9231,6.74e-07,124,0.5215,0.5468,0.5084,0.4981,0.4115
59,0.4742,0.7666,0.5095,0.6750,0.5364,0.9102,1.68e-07,124,0.5317,0.5503,0.5295,0.5208,0.4046
60,0.4750,0.7289,0.4846,0.6529,0.5045,0.9249,8.00e-10,124,0.5046,0.5396,0.4972,0.4799,0.3937
