epoch,train_loss,train_seg,train_profile,train_trace,ramp,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage,val_iou_intersecting_conjugate
84,0.27212,0.27212,0.00000,0.00000,1.00,0.25452,0.4783,0.6471,0.5705,0.7475,1.00e-04,35,0.5715,0.4816,0.5980,0.5581,0.1552,0.7582
85,0.26887,0.26887,0.00000,0.00000,1.00,0.26999,0.4600,0.6302,0.5412,0.7541,1.00e-04,35,0.5283,0.4835,0.5456,0.4969,0.1375,0.7765
86,0.27509,0.27509,0.00000,0.00000,1.00,0.25232,0.4883,0.6562,0.5914,0.7369,1.00e-04,34,0.5746,0.4923,0.5909,0.5566,0.1577,0.7754
87,0.27122,0.27122,0.00000,0.00000,1.00,0.25844,0.4829,0.6513,0.5811,0.7408,1.00e-04,34,0.5662,0.4915,0.5696,0.5476,0.1446,0.7715
88,0.26751,0.26751,0.00000,0.00000,1.00,0.25874,0.4710,0.6404,0.5532,0.7602,1.00e-04,35,0.5125,0.5034,0.5726,0.5512,0.1533,0.7783
89,0.26423,0.26423,0.00000,0.00000,1.00,0.25355,0.4788,0.6476,0.5669,0.7551,1.00e-04,35,0.5600,0.5099,0.6064,0.5837,0.1429,0.7759
90,0.26578,0.26578,0.00000,0.00000,1.00,0.26709,0.4614,0.6314,0.5544,0.7332,1.00e-04,34,0.5191,0.5054,0.5143,0.5183,0.1464,0.7714
91,0.26829,0.26829,0.00000,0.00000,1.00,0.25852,0.4736,0.6427,0.5669,0.7421,1.00e-04,35,0.5546,0.5101,0.5920,0.5541,0.1355,0.7674
92,0.26633,0.26633,0.00000,0.00000,1.00,0.25012,0.4796,0.6483,0.5744,0.7440,1.00e-04,35,0.5870,0.4832,0.6068,0.5612,0.1505,0.7837
93,0.26534,0.26534,0.00000,0.00000,1.00,0.25446,0.4809,0.6495,0.5761,0.7444,1.00e-04,35,0.5606,0.5162,0.5605,0.5531,0.1531,0.7643
94,0.26659,0.26659,0.00000,0.00000,1.00,0.25940,0.4677,0.6373,0.5483,0.7609,1.00e-04,35,0.5209,0.4873,0.5750,0.5332,0.1538,0.7790
95,0.26499,0.26499,0.00000,0.00000,1.00,0.27676,0.4567,0.6270,0.5484,0.7320,1.00e-04,35,0.4507,0.4515,0.5223,0.5093,0.1469,0.7858
96,0.26352,0.26352,0.00000,0.00000,1.00,0.26028,0.4635,0.6334,0.5576,0.7331,1.00e-04,35,0.5477,0.5077,0.5719,0.5436,0.1375,0.7724
97,0.26388,0.26388,0.00000,0.00000,1.00,0.25205,0.4839,0.6522,0.5876,0.7327,1.00e-04,35,0.5812,0.5095,0.5970,0.5650,0.1453,0.7738
98,0.26351,0.26351,0.00000,0.00000,1.00,0.26955,0.4508,0.6215,0.5341,0.7430,1.00e-04,35,0.5016,0.4789,0.5890,0.5333,0.1238,0.7794
99,0.26684,0.26684,0.00000,0.00000,1.00,0.25652,0.4705,0.6399,0.5579,0.7502,1.00e-04,35,0.5573,0.5226,0.5643,0.5398,0.1448,0.7803
100,0.26070,0.26070,0.00000,0.00000,1.00,0.25637,0.4899,0.6576,0.5964,0.7329,1.00e-04,35,0.5616,0.5059,0.5522,0.5455,0.1500,0.7828
101,0.26051,0.26051,0.00000,0.00000,1.00,0.29341,0.4398,0.6109,0.5427,0.6988,1.00e-04,35,0.4339,0.3916,0.4897,0.4419,0.1381,0.7818
102,0.26319,0.26319,0.00000,0.00000,1.00,0.24853,0.4856,0.6538,0.5693,0.7677,1.00e-04,34,0.5575,0.5446,0.5848,0.5543,0.1568,0.7820
103,0.26108,0.26108,0.00000,0.00000,1.00,0.25829,0.4717,0.6410,0.5541,0.7602,1.00e-04,35,0.5329,0.4850,0.5751,0.5340,0.1512,0.7821
104,0.25863,0.25863,0.00000,0.00000,1.00,0.25513,0.4832,0.6516,0.5815,0.7409,1.00e-04,34,0.5470,0.5197,0.5706,0.5593,0.1425,0.7737
105,0.26244,0.26244,0.00000,0.00000,1.00,0.24904,0.4915,0.6590,0.5908,0.7451,1.00e-04,35,0.5843,0.5047,0.5974,0.5663,0.1511,0.7700
106,0.25860,0.25860,0.00000,0.00000,1.00,0.25034,0.4904,0.6581,0.5858,0.7508,1.00e-04,34,0.5633,0.5305,0.5862,0.5457,0.1542,0.7759
107,0.25569,0.25569,0.00000,0.00000,1.00,0.24742,0.4831,0.6515,0.5782,0.7461,1.00e-04,35,0.5618,0.5363,0.5873,0.5639,0.1574,0.7794
108,0.25735,0.25735,0.00000,0.00000,1.00,0.24566,0.5004,0.6670,0.6008,0.7497,1.00e-04,35,0.5852,0.5306,0.6202,0.5702,0.1483,0.7811
109,0.25763,0.25763,0.00000,0.00000,1.00,0.24781,0.4900,0.6578,0.5844,0.7522,1.00e-04,34,0.5514,0.5402,0.6017,0.5832,0.1521,0.7838
110,0.25269,0.25269,0.00000,0.00000,1.00,0.24588,0.4925,0.6600,0.5972,0.7375,1.00e-04,35,0.5731,0.5217,0.5982,0.5733,0.1581,0.7688
111,0.25800,0.25800,0.00000,0.00000,1.00,0.24889,0.4890,0.6568,0.5885,0.7429,1.00e-04,35,0.5880,0.4893,0.6107,0.5595,0.1527,0.7652
112,0.25401,0.25401,0.00000,0.00000,1.00,0.25001,0.5070,0.6729,0.6260,0.7273,1.00e-04,35,0.5386,0.5192,0.6031,0.5663,0.1553,0.7885
113,0.25471,0.25471,0.00000,0.00000,1.00,0.24910,0.4983,0.6651,0.6045,0.7393,1.00e-04,35,0.5746,0.5071,0.6276,0.5694,0.1431,0.7844
114,0.25288,0.25288,0.00000,0.00000,1.00,0.24446,0.5076,0.6734,0.6212,0.7352,1.00e-04,35,0.5964,0.5159,0.5924,0.5670,0.1574,0.7885
115,0.25146,0.25146,0.00000,0.00000,1.00,0.24370,0.4994,0.6661,0.5991,0.7499,1.00e-04,35,0.5980,0.5062,0.6187,0.5686,0.1555,0.7823
116,0.25144,0.25144,0.00000,0.00000,1.00,0.24334,0.5036,0.6699,0.5985,0.7605,1.00e-04,35,0.5833,0.5351,0.5864,0.5702,0.1611,0.7793
117,0.25526,0.25526,0.00000,0.00000,1.00,0.24423,0.5020,0.6684,0.6007,0.7534,1.00e-04,35,0.5817,0.5029,0.6300,0.5651,0.1572,0.7830
118,0.25166,0.25166,0.00000,0.00000,1.00,0.25487,0.4795,0.6482,0.5669,0.7566,1.00e-04,35,0.5456,0.5275,0.5791,0.5389,0.1464,0.7789
119,0.25219,0.25219,0.00000,0.00000,1.00,0.24212,0.4977,0.6647,0.5806,0.7772,1.00e-04,35,0.5786,0.5518,0.5942,0.5719,0.1586,0.7879
120,0.25443,0.25443,0.00000,0.00000,1.00,0.25441,0.4815,0.6500,0.5787,0.7413,1.00e-04,34,0.5600,0.4911,0.6050,0.5598,0.1405,0.7738
121,0.25136,0.25136,0.00000,0.00000,1.00,0.24458,0.4996,0.6663,0.5992,0.7503,1.00e-04,35,0.5803,0.5344,0.6099,0.5719,0.1468,0.7885
122,0.25128,0.25128,0.00000,0.00000,1.00,0.25007,0.5125,0.6777,0.6421,0.7174,1.00e-04,35,0.5569,0.5350,0.5574,0.5408,0.1610,0.7896
123,0.25045,0.25045,0.00000,0.00000,1.00,0.24942,0.5021,0.6685,0.6163,0.7304,1.00e-04,35,0.5660,0.5320,0.5819,0.5508,0.1509,0.7921
124,0.25252,0.25252,0.00000,0.00000,1.00,0.23892,0.5056,0.6717,0.5920,0.7761,1.00e-04,35,0.5984,0.5451,0.6294,0.5736,0.1563,0.7821
125,0.25091,0.25091,0.00000,0.00000,1.00,0.24791,0.4984,0.6652,0.6024,0.7427,1.00e-04,35,0.5722,0.5388,0.5781,0.5602,0.1509,0.7907
126,0.24779,0.24779,0.00000,0.00000,1.00,0.24536,0.4941,0.6614,0.5963,0.7424,1.00e-04,35,0.5946,0.5304,0.6255,0.5628,0.1494,0.7555
127,0.25111,0.25111,0.00000,0.00000,1.00,0.24075,0.5074,0.6732,0.6074,0.7550,1.00e-04,35,0.5933,0.5144,0.5903,0.5606,0.1715,0.7875
128,0.24751,0.24751,0.00000,0.00000,1.00,0.24116,0.5058,0.6718,0.6085,0.7498,1.00e-04,35,0.6022,0.5332,0.5920,0.5839,0.1550,0.7876
129,0.24784,0.24784,0.00000,0.00000,1.00,0.25986,0.4769,0.6458,0.5729,0.7399,1.00e-04,35,0.4881,0.4972,0.5488,0.5473,0.1602,0.7799
130,0.24347,0.24347,0.00000,0.00000,1.00,0.24328,0.5017,0.6682,0.6036,0.7481,1.00e-04,35,0.5760,0.5572,0.6287,0.5746,0.1486,0.7842
131,0.24726,0.24726,0.00000,0.00000,1.00,0.24560,0.5025,0.6689,0.6071,0.7446,1.00e-04,35,0.5740,0.5411,0.5974,0.5687,0.1548,0.7735
132,0.24684,0.24684,0.00000,0.00000,1.00,0.23912,0.4992,0.6659,0.5874,0.7688,1.00e-04,34,0.5984,0.5306,0.5957,0.5762,0.1661,0.7926
133,0.24576,0.24576,0.00000,0.00000,1.00,0.24343,0.5085,0.6742,0.6090,0.7550,1.00e-04,35,0.5896,0.4919,0.6235,0.5512,0.1608,0.7911
134,0.24538,0.24538,0.00000,0.00000,1.00,0.24048,0.5110,0.6764,0.6222,0.7409,1.00e-04,34,0.6032,0.5358,0.6230,0.5794,0.1529,0.7861
135,0.23636,0.23636,0.00000,0.00000,1.00,0.23330,0.5221,0.6860,0.6266,0.7578,5.00e-05,34,0.6119,0.5495,0.6385,0.5889,0.1631,0.7965
136,0.23293,0.23293,0.00000,0.00000,1.00,0.23283,0.5218,0.6858,0.6243,0.7607,5.00e-05,35,0.6178,0.5525,0.6260,0.5853,0.1658,0.7946
137,0.23016,0.23016,0.00000,0.00000,1.00,0.23634,0.5240,0.6877,0.6345,0.7505,5.00e-05,35,0.5994,0.5552,0.6497,0.5840,0.1537,0.7947
138,0.23137,0.23137,0.00000,0.00000,1.00,0.23318,0.5261,0.6895,0.6334,0.7565,5.00e-05,35,0.6203,0.5572,0.6361,0.5936,0.1594,0.7929
139,0.23136,0.23136,0.00000,0.00000,1.00,0.23930,0.5150,0.6798,0.6198,0.7527,5.00e-05,35,0.5858,0.5276,0.6098,0.5674,0.1671,0.7959
140,0.22735,0.22735,0.00000,0.00000,1.00,0.23705,0.5284,0.6915,0.6473,0.7421,5.00e-05,35,0.6266,0.5464,0.6496,0.5805,0.1441,0.7966
141,0.23160,0.23160,0.00000,0.00000,1.00,0.22938,0.5264,0.6897,0.6262,0.7676,5.00e-05,34,0.6225,0.5629,0.6416,0.5821,0.1703,0.7946
142,0.22949,0.22949,0.00000,0.00000,1.00,0.23540,0.5194,0.6837,0.6272,0.7513,5.00e-05,34,0.6058,0.5481,0.6328,0.5883,0.1602,0.7970
143,0.22962,0.22962,0.00000,0.00000,1.00,0.23254,0.5218,0.6858,0.6215,0.7650,5.00e-05,35,0.6140,0.5623,0.6155,0.5977,0.1654,0.7964
144,0.22922,0.22922,0.00000,0.00000,1.00,0.23627,0.5230,0.6868,0.6354,0.7472,5.00e-05,35,0.5996,0.5536,0.6063,0.5853,0.1620,0.7980
145,0.22711,0.22711,0.00000,0.00000,1.00,0.23433,0.5242,0.6878,0.6312,0.7555,5.00e-05,35,0.5878,0.5824,0.6182,0.5807,0.1654,0.7997
146,0.22765,0.22765,0.00000,0.00000,1.00,0.24472,0.5141,0.6790,0.6322,0.7334,5.00e-05,34,0.5758,0.5085,0.6082,0.5479,0.1618,0.7933
147,0.22673,0.22673,0.00000,0.00000,1.00,0.23170,0.5267,0.6900,0.6348,0.7558,5.00e-05,34,0.5959,0.5749,0.6263,0.5850,0.1720,0.7994
148,0.22701,0.22701,0.00000,0.00000,1.00,0.23693,0.5200,0.6842,0.6309,0.7474,5.00e-05,35,0.5929,0.5243,0.6380,0.5780,0.1630,0.7929
149,0.22704,0.22704,0.00000,0.00000,1.00,0.23903,0.5226,0.6864,0.6322,0.7509,5.00e-05,34,0.5943,0.5265,0.6160,0.5577,0.1668,0.7993
150,0.22477,0.22477,0.00000,0.00000,1.00,0.23881,0.5311,0.6938,0.6564,0.7356,5.00e-05,35,0.6200,0.5269,0.6510,0.5756,0.1487,0.8009
151,0.22861,0.22861,0.00000,0.00000,1.00,0.23213,0.5243,0.6879,0.6257,0.7638,5.00e-05,35,0.6158,0.5677,0.6218,0.5746,0.1674,0.7931
