epoch,train_loss,train_seg,train_profile,train_trace,ramp,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage,val_iou_intersecting_conjugate
121,0.23567,0.23567,0.00000,0.00000,1.00,0.22969,0.5350,0.6971,0.6569,0.7424,1.00e-04,48,0.6002,0.5635,0.6117,0.5671,0.1914,0.7781
122,0.23357,0.23357,0.00000,0.00000,1.00,0.22808,0.5427,0.7036,0.6667,0.7449,1.00e-04,48,0.5850,0.5652,0.6424,0.5817,0.1917,0.7797
123,0.23420,0.23420,0.00000,0.00000,1.00,0.22372,0.5414,0.7025,0.6574,0.7542,1.00e-04,48,0.6128,0.5921,0.6455,0.5921,0.1893,0.7768
124,0.23454,0.23454,0.00000,0.00000,1.00,0.22189,0.5403,0.7015,0.6419,0.7734,1.00e-04,48,0.6360,0.5721,0.6452,0.5890,0.1923,0.7798
125,0.23477,0.23477,0.00000,0.00000,1.00,0.23065,0.5301,0.6929,0.6372,0.7592,1.00e-04,48,0.5968,0.5818,0.6231,0.5723,0.1815,0.7799
126,0.23106,0.23106,0.00000,0.00000,1.00,0.22473,0.5442,0.7049,0.6598,0.7566,1.00e-04,48,0.6214,0.6013,0.6339,0.5896,0.1824,0.7813
127,0.23036,0.23036,0.00000,0.00000,1.00,0.22407,0.5452,0.7057,0.6577,0.7612,1.00e-04,48,0.6167,0.5850,0.6371,0.5885,0.1900,0.7810
128,0.23188,0.23188,0.00000,0.00000,1.00,0.23552,0.5304,0.6932,0.6428,0.7522,1.00e-04,49,0.6112,0.5541,0.6080,0.5745,0.1686,0.7849
129,0.23092,0.23092,0.00000,0.00000,1.00,0.22469,0.5417,0.7028,0.6654,0.7446,1.00e-04,48,0.6196,0.5660,0.6313,0.5902,0.1943,0.7765
130,0.22801,0.22801,0.00000,0.00000,1.00,0.21780,0.5513,0.7108,0.6613,0.7683,1.00e-04,49,0.6258,0.6066,0.6444,0.5970,0.2013,0.7832
