epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
48,0.2745,0.4268,0.6912,0.8174,0.7204,0.9446,2.34e-05,179,0.8347,0.6677,0.7104,0.7316,0.5168
49,0.2724,0.4353,0.6970,0.8214,0.7288,0.9410,1.98e-05,182,0.8376,0.6711,0.7131,0.7353,0.5275
50,0.2714,0.4185,0.6872,0.8146,0.7140,0.9483,1.64e-05,183,0.8316,0.6684,0.7031,0.7306,0.5093
51,0.2682,0.4236,0.6904,0.8169,0.7181,0.9471,1.34e-05,184,0.8348,0.6712,0.7068,0.7285,0.5164
52,0.2661,0.4235,0.7025,0.8253,0.7333,0.9437,1.06e-05,183,0.8442,0.6847,0.7170,0.7376,0.5318
53,0.2645,0.4219,0.7010,0.8242,0.7310,0.9448,8.17e-06,181,0.8420,0.6839,0.7181,0.7413,0.5242
54,0.2627,0.4255,0.6982,0.8222,0.7286,0.9436,6.02e-06,181,0.8371,0.6792,0.7155,0.7383,0.5237
55,0.2622,0.4405,0.6936,0.8191,0.7248,0.9416,4.19e-06,181,0.8380,0.6682,0.7101,0.7373,0.5174
56,0.2615,0.4511,0.6900,0.8166,0.7222,0.9393,2.69e-06,181,0.8368,0.6608,0.7081,0.7335,0.5143
57,0.2618,0.4361,0.6939,0.8193,0.7236,0.9442,1.51e-06,183,0.8393,0.6688,0.7110,0.7407,0.5137
58,0.2597,0.4186,0.6963,0.8209,0.7244,0.9471,6.74e-07,182,0.8396,0.6826,0.7128,0.7327,0.5206
59,0.2613,0.4179,0.6999,0.8235,0.7294,0.9453,1.68e-07,183,0.8402,0.6869,0.7176,0.7394,0.5219
60,0.2606,0.4296,0.6990,0.8228,0.7284,0.9453,8.00e-10,182,0.8407,0.6799,0.7125,0.7399,0.5244
