epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
1,2.2501,2.1958,0.0668,0.1252,0.0736,0.4181,2.09e-05,22,0.0665,0.0613,0.0781,0.0752,0.0521
2,2.0692,1.9289,0.0970,0.1769,0.0988,0.8435,5.63e-05,20,0.1006,0.0896,0.1078,0.1064,0.0789
3,1.8064,1.7344,0.1388,0.2438,0.1410,0.8978,1.05e-04,20,0.1560,0.1245,0.1536,0.1557,0.1030
4,1.6755,1.6451,0.1742,0.2968,0.1774,0.9079,1.53e-04,20,0.2010,0.1589,0.1969,0.1968,0.1208
5,1.6054,1.5584,0.2174,0.3572,0.2221,0.9114,1.88e-04,20,0.2536,0.2007,0.2401,0.2405,0.1528
6,1.5474,1.5183,0.2195,0.3599,0.2239,0.9174,2.00e-04,20,0.2611,0.2003,0.2426,0.2424,0.1540
7,1.4869,1.4732,0.2679,0.4226,0.2756,0.9051,2.00e-04,20,0.3164,0.2537,0.2988,0.2995,0.1790
8,1.4413,1.4277,0.2813,0.4391,0.2882,0.9209,1.99e-04,20,0.3422,0.2552,0.3116,0.3174,0.1897
9,1.3998,1.3988,0.2780,0.4351,0.2846,0.9230,1.98e-04,20,0.3414,0.2544,0.3084,0.3207,0.1830
10,1.3636,1.3629,0.2846,0.4431,0.2906,0.9318,1.97e-04,20,0.3427,0.2594,0.3093,0.3326,0.1920
11,1.3254,1.3210,0.3211,0.4861,0.3289,0.9315,1.96e-04,20,0.3891,0.2921,0.3555,0.3609,0.2197
12,1.2955,1.3025,0.3273,0.4932,0.3353,0.9325,1.94e-04,20,0.3963,0.3018,0.3607,0.3735,0.2188
13,1.2659,1.2684,0.3281,0.4941,0.3346,0.9441,1.92e-04,20,0.4160,0.2930,0.3499,0.3756,0.2225
14,1.2447,1.2555,0.3563,0.5254,0.3654,0.9347,1.89e-04,20,0.4359,0.3286,0.3942,0.3988,0.2402
15,1.2155,1.2448,0.3354,0.5023,0.3427,0.9403,1.87e-04,20,0.4288,0.2993,0.3659,0.3851,0.2222
16,1.2003,1.2087,0.3844,0.5554,0.3946,0.9372,1.83e-04,20,0.4647,0.3561,0.4186,0.4243,0.2689
17,1.1764,1.1867,0.3841,0.5550,0.3935,0.9412,1.80e-04,20,0.4681,0.3473,0.4061,0.4327,0.2728
18,1.1551,1.1718,0.3903,0.5615,0.4002,0.9406,1.77e-04,20,0.4928,0.3550,0.4227,0.4401,0.2632
19,1.1349,1.1426,0.4053,0.5769,0.4151,0.9449,1.73e-04,20,0.4995,0.3782,0.4362,0.4478,0.2799
20,1.1203,1.1400,0.4064,0.5779,0.4170,0.9410,1.69e-04,20,0.5115,0.3703,0.4414,0.4597,0.2716
21,1.0994,1.1131,0.4101,0.5817,0.4197,0.9476,1.64e-04,20,0.5059,0.3799,0.4424,0.4531,0.2850
22,1.0831,1.1031,0.4216,0.5932,0.4321,0.9455,1.60e-04,20,0.5207,0.3999,0.4556,0.4733,0.2818
23,1.0696,1.0903,0.4231,0.5947,0.4338,0.9452,1.55e-04,20,0.5259,0.3922,0.4524,0.4726,0.2899
24,1.0527,1.0725,0.4183,0.5899,0.4276,0.9504,1.50e-04,20,0.5249,0.3910,0.4532,0.4649,0.2822
25,1.0378,1.0594,0.4093,0.5809,0.4171,0.9562,1.45e-04,20,0.5237,0.3700,0.4384,0.4629,0.2774
26,1.0239,1.0443,0.4206,0.5921,0.4290,0.9553,1.40e-04,20,0.5423,0.3780,0.4492,0.4793,0.2833
27,1.0124,1.0480,0.4451,0.6160,0.4571,0.9442,1.34e-04,20,0.5549,0.4052,0.4711,0.4945,0.3124
28,1.0003,1.0197,0.4539,0.6244,0.4643,0.9532,1.29e-04,20,0.5675,0.4200,0.4821,0.5054,0.3141
29,0.9892,1.0188,0.4525,0.6231,0.4638,0.9492,1.23e-04,20,0.5761,0.4237,0.4859,0.5025,0.3032
30,0.9767,1.0067,0.4613,0.6313,0.4728,0.9500,1.17e-04,20,0.5748,0.4383,0.4972,0.5087,0.3123
31,0.9679,1.0041,0.4286,0.6000,0.4373,0.9558,1.11e-04,20,0.5577,0.3843,0.4557,0.4840,0.2913
32,0.9567,0.9876,0.4447,0.6156,0.4536,0.9576,1.06e-04,20,0.5653,0.4077,0.4774,0.4991,0.3012
33,0.9451,0.9742,0.4538,0.6243,0.4631,0.9578,9.99e-05,20,0.5926,0.4200,0.4811,0.5077,0.3031
34,0.9363,0.9673,0.4775,0.6463,0.4892,0.9524,9.41e-05,20,0.6045,0.4489,0.5137,0.5312,0.3199
35,0.9267,0.9604,0.4849,0.6531,0.4971,0.9518,8.83e-05,20,0.6019,0.4600,0.5143,0.5352,0.3339
36,0.9171,0.9461,0.4868,0.6548,0.4979,0.9561,8.25e-05,20,0.6185,0.4610,0.5182,0.5417,0.3272
37,0.9082,0.9427,0.4677,0.6374,0.4771,0.9599,7.68e-05,20,0.5978,0.4311,0.4930,0.5211,0.3212
38,0.9005,0.9381,0.4907,0.6584,0.5026,0.9541,7.12e-05,20,0.6184,0.4672,0.5146,0.5455,0.3336
39,0.8955,0.9287,0.4768,0.6457,0.4864,0.9601,6.57e-05,20,0.6094,0.4467,0.5002,0.5334,0.3238
40,0.8887,0.9272,0.4697,0.6392,0.4789,0.9609,6.03e-05,20,0.6051,0.4328,0.4937,0.5243,0.3218
41,0.8829,0.9197,0.4975,0.6644,0.5091,0.9562,5.50e-05,20,0.6243,0.4700,0.5220,0.5494,0.3445
42,0.8756,0.9175,0.5087,0.6744,0.5217,0.9533,4.99e-05,20,0.6370,0.4858,0.5366,0.5611,0.3481
43,0.8701,0.9108,0.5069,0.6727,0.5191,0.9555,4.50e-05,20,0.6354,0.4781,0.5353,0.5586,0.3498
44,0.8654,0.9065,0.4897,0.6574,0.4998,0.9604,4.02e-05,20,0.6249,0.4508,0.5095,0.5456,0.3410
45,0.8618,0.9046,0.4932,0.6606,0.5037,0.9594,3.56e-05,20,0.6233,0.4570,0.5193,0.5482,0.3415
