epoch,train_loss,train_seg,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,updates,skipped_updates,amp_scale,peak_memory_mib,val_iou_en_echelon,val_precision_en_echelon,val_recall_en_echelon,val_iou_horsetail,val_precision_horsetail,val_recall_horsetail,val_iou_negative_flower,val_precision_negative_flower,val_recall_negative_flower,val_iou_positive_flower,val_precision_positive_flower,val_recall_positive_flower,val_iou_listric_assemblage,val_precision_listric_assemblage,val_recall_listric_assemblage
1,0.5873263627290726,0.5873263627290726,0.5863350331783295,0.03667268568537152,0.07075075130609088,0.036969406456740087,0.8204400053286718,1.0900000000000002e-05,17.467950344085693,3,0,1024.0,9792.603515625,0.03667268568537152,0.036969406456740087,0.8204400053286718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
