epoch,train_loss,train_seg,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,updates,skipped_updates,amp_scale,peak_memory_mib,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
14,0.23635871697217226,0.23635871697217226,0.20863600984215736,0.6456673370013184,0.7846875519542515,0.7331782116154189,0.8439813526196145,9.98907906795778e-05,83.32378339767456,1400,0,1024.0,7814.3447265625,0.7753428567851465,0.6294269432760379,0.6346771946506572,0.6631882788444541,0.5052640641663704
15,0.2186418330669403,0.2186418330669403,0.19543747819960117,0.6681660858019941,0.8010786114030893,0.7875190887347505,0.8151132510234096,9.982939542568316e-05,83.56630730628967,1500,0,1024.0,7814.3447265625,0.8061593585439425,0.6522925960601594,0.6489309582811252,0.6744314207000427,0.5356843915458058
16,0.20603768959641455,0.20603768959641455,0.18197410009801387,0.6784905356114246,0.8084532158106813,0.7849081140355411,0.8334545790765285,9.975439098212333e-05,83.61841940879822,1600,0,1024.0,7814.3447265625,0.8103197556104409,0.6585313072421034,0.6631435488540632,0.6889225206031624,0.5448681538329655
17,0.19508931634947657,0.19508931634947657,0.16878149457275868,0.6869780463932107,0.8144481166924277,0.7829836267150785,0.8485473077203244,9.966579785436423e-05,83.19349336624146,1700,0,1024.0,7814.3447265625,0.8111146660978688,0.6671127741133788,0.6741216745434205,0.7005845565737963,0.5558246109288215
18,0.1871569647267461,0.1871569647267461,0.16027318947017194,0.7021984817661635,0.8250488874100956,0.8208264562006076,0.8293149846431966,9.956364026288242e-05,83.1486268043518,1800,0,1024.0,7814.3447265625,0.8292401853803405,0.6876775755791542,0.6845867387032292,0.7125531979142151,0.568202642699637
19,0.1737228401005268,0.1737228401005268,0.15495637781918048,0.7037312084093459,0.8261059079458553,0.8340321242488836,0.8183289268290742,9.944794613654335e-05,83.18809390068054,1900,0,1024.0,7814.3447265625,0.8270565432495196,0.6877404442732313,0.691098692170306,0.7144144826356403,0.571937408888857
20,0.16854577461257578,0.16854577461257578,0.15018405042588712,0.7004894401407874,0.8238680271755081,0.8155258445988174,0.8323826414140798,9.931874710496599e-05,83.63464140892029,2000,0,2048.0,7814.3447265625,0.8208473582488219,0.6814068272755416,0.6889877158746094,0.7173668643590205,0.5673094839420324
21,0.16290496258065104,0.16290496258065104,0.14040000587701798,0.7157401317820301,0.8343223061858865,0.8259086580931474,0.8429091405938018,9.91760784898755e-05,83.46225666999817,2100,0,2048.0,7814.3447265625,0.8317410817143098,0.6950533788914752,0.6994233666188582,0.7279935813314136,0.5941231018508348
22,0.1563356026262045,0.1563356026262045,0.13488090626895427,0.7233158498346801,0.8394466399227614,0.8344367539643985,0.8445170470874751,9.901997929544673e-05,83.56213521957397,2200,0,2048.0,7814.3447265625,0.8434807273619331,0.7038697689150099,0.7078058945299324,0.7376940589005204,0.5941116976468445
23,0.15253757806494833,0.15253757806494833,0.13306600414216518,0.7216029731448519,0.8382919690556758,0.8311749538164366,0.8455319171702492,9.885049219764079e-05,83.73211073875427,2300,0,2048.0,7814.3447265625,0.8465374461885619,0.7000111869827391,0.7032278602185742,0.7350544874342535,0.5939908265032312
24,0.1458599859289825,0.1458599859289825,0.13399510331451892,0.7137418670869746,0.8329630976457335,0.831029119378405,0.8349060984528238,9.86676635325379e-05,83.77169609069824,2400,0,2048.0,7814.3447265625,0.8325179780931791,0.684970796334109,0.7010627331449634,0.7278526423275226,0.5898564292134412
25,0.14363375855609775,0.14363375855609775,0.1231081809476018,0.73747093705562,0.8489016090310718,0.8508463476709246,0.846965740109578,9.847154328366956e-05,83.23717832565308,2500,0,2048.0,7814.3447265625,0.8600579999933051,0.7146335708908971,0.7198472734347495,0.7543152785593004,0.6079390940501772
26,0.13901404071599244,0.13901404071599244,0.12069555927067994,0.7378821144069455,0.8491739552296949,0.8498326260264742,0.8485163046602127,9.826218506835357e-05,83.77070951461792,2600,0,2048.0,7814.3447265625,0.8538977175735343,0.7178358238971974,0.7198608893007948,0.7559420948167751,0.6115378573301951
27,0.13594701891765,0.13594701891765,0.11635547365993261,0.7441921200761179,0.8533373262156932,0.8483114064757593,0.858423154182745,9.803964612303557e-05,83.576180934906,2700,0,2048.0,7814.3447265625,0.8617819994980973,0.7232126267033132,0.7298499924064265,0.7585294077335908,0.6179278515918101
28,0.13309672009199858,0.13309672009199858,0.11531557805836201,0.743606126808057,0.8529519544294605,0.8516085440028619,0.8542996100061965,9.780398728764117e-05,83.19218397140503,2800,0,2048.0,7814.3447265625,0.8570563416680295,0.7214408713839807,0.7294393837952808,0.7613469522605012,0.6190935046395432
29,0.1295206861384213,0.1295206861384213,0.11550420895218849,0.7407014922946409,0.8510379241626636,0.852149330462232,0.8499294131655729,9.755527298894293e-05,83.11052584648132,2900,0,2048.0,7814.3447265625,0.862716028036911,0.7287042391352698,0.7282461576354108,0.7524328863597589,0.6049274837224667
30,0.1270534535497427,0.1270534535497427,0.10921253249049187,0.7549558493900507,0.8603701906830782,0.8721401119305698,0.8489137199927074,9.72935712229467e-05,83.13287687301636,3000,0,2048.0,7814.3447265625,0.8665562423869859,0.7346935662604475,0.7370445743568599,0.7729619663295343,0.6330982890063452
31,0.12430299957282841,0.12430299957282841,0.1088913894072175,0.7520567680775216,0.8584844758229273,0.861681676485563,0.8553109133652409,9.701895353630226e-05,83.0879397392273,3100,0,2048.0,7814.3447265625,0.8625856763183662,0.729528432973086,0.7376957856538283,0.7718211940136607,0.6286581425484784
32,0.12263569346629083,0.12263569346629083,0.10993916146457196,0.7477910163425092,0.8556984323072718,0.8666893578078726,0.8449827788975613,9.673149500674308e-05,83.12924432754517,3200,0,2048.0,7814.3447265625,0.8539602447867395,0.7238069191642942,0.7321490671884275,0.7666869351455424,0.6322272585723677
33,0.1236036573164165,0.1236036573164165,0.10631364189088345,0.7561275435187003,0.8611305554762498,0.872244823864332,0.8502959626196379,9.643127422256088e-05,83.20154738426208,3300,0,2048.0,7814.3447265625,0.8711755809844552,0.7352792739253202,0.7396698059871664,0.7711144194812877,0.632919435140888
34,0.11992961996234953,0.11992961996234953,0.1073779522255063,0.7503380152180023,0.8573635591460871,0.8601843426149034,0.8545612154735999,9.611837326112037e-05,83.20127201080322,3400,0,2048.0,7814.3447265625,0.8518286271819226,0.7357693937981251,0.7373034572854943,0.7670059239438212,0.6303303824567494
35,0.1159751430246979,0.1159751430246979,0.10140095677226782,0.7641847686304167,0.8663318969970176,0.8710708993490937,0.861644180074004,9.579287766642012e-05,83.32309317588806,3500,0,2048.0,7814.3447265625,0.8788566594921932,0.7461186638056605,0.7477907052537437,0.7801007445948687,0.6387044729362863
36,0.11736790128983557,0.11736790128983557,0.10614343199878931,0.7497493555068239,0.8569791474958482,0.8491881247221231,0.864914454189069,9.545487642570568e-05,83.16514992713928,3600,0,2048.0,7814.3447265625,0.8514757216428878,0.7285066793715269,0.7429214448578499,0.7667147655363841,0.6295590291015377
37,0.11426567383110524,0.11426567383110524,0.10260897357016802,0.7580052804622774,0.862346989382143,0.8669862264377243,0.8577571371170694,9.510446194514131e-05,83.15124940872192,3700,0,2048.0,7814.3447265625,0.8643096742213222,0.7413458176160976,0.7420829783373682,0.7724170322626966,0.6414908994630721
38,0.11107096607796847,0.11107096607796847,0.09752307936549187,0.7689010430767848,0.8693545024309289,0.8570325286749763,0.8820359627266395,9.474173002454714e-05,83.15319681167603,3800,0,2048.0,7814.3447265625,0.8725270869464161,0.7487059639223937,0.757651061500712,0.7889016922221965,0.6473081501623887
39,0.11276115176267922,0.11276115176267922,0.09969669573009014,0.7637478165565162,0.8660510412964055,0.8659155850531907,0.8661865399254253,9.436677983120841e-05,83.45534467697144,3900,0,2048.0,7814.3447265625,0.8724558078234759,0.7554554573644002,0.7573816751162368,0.7847674673111,0.6211980168848017
40,0.1110094459541142,0.1110094459541142,0.09930988870561124,0.7625318571854354,0.8652687372166002,0.8615716729414603,0.8689976669511358,9.397971387276413e-05,83.59376192092896,4000,0,4096.0,7814.3447265625,0.8536268604124368,0.7460886996869158,0.7569311268133329,0.7849465204282351,0.6424685694059669
41,0.10862389422021806,0.10862389422021806,0.09609021697193385,0.7710952067753676,0.870755229674299,0.8756607583613748,0.8659043572057353,9.35806379691825e-05,84.23006677627563,4100,0,4096.0,7814.3447265625,0.8767412453636659,0.7468760188551039,0.7577857691810882,0.7883504753577967,0.655488316658833
42,0.10855668079108,0.10855668079108,0.09393569428473711,0.7768412626235429,0.874407049143513,0.8801070848668694,0.8687803711669895,9.316966122383083e-05,83.53389573097229,4200,0,4096.0,7814.3447265625,0.8832450991149148,0.7573685677923598,0.7671467078949225,0.7967027704913736,0.6482168374858972
43,0.10568664490245283,0.10568664490245283,0.09192407738417387,0.780738588556187,0.8768705227971788,0.8932129668932052,0.861115344690239,9.274689599364768e-05,83.28271102905273,4300,0,4096.0,7814.3447265625,0.8824108486804918,0.7619726130813949,0.766073682988604,0.8008821721274763,0.6622708699846773
44,0.10681982286274433,0.10681982286274433,0.09230973228812217,0.7776330652634266,0.8749084166570557,0.8720360261354109,0.8777997923892426,9.231245785842573e-05,83.53467011451721,4400,0,4096.0,7814.3447265625,0.8817695366945523,0.7580137396893297,0.7640682419482981,0.7974178565680256,0.6577823252639156
45,0.10427092682570219,0.10427092682570219,0.09006697863340378,0.7841143663629985,0.8789956307133524,0.8945505420482428,0.8639724275793894,9.18664655892133e-05,83.25978302955627,4500,0,4096.0,7814.3447265625,0.8904496692262872,0.7598766437798208,0.7689430276807371,0.802369236844197,0.6679009946545001
46,0.10437624055892229,0.10437624055892229,0.09064911594614386,0.7816194778465657,0.8774258337041815,0.8831811881541765,0.8717450044947578,9.14090411158436e-05,83.63786888122559,4600,0,4096.0,7814.3447265625,0.8904334767899473,0.7578517887406687,0.7678721479760866,0.7996264303790818,0.6622874671769714
47,0.10391503393650055,0.10391503393650055,0.09091041799634696,0.781043940615561,0.8770630783490025,0.8882290779537242,0.8661743307557352,9.09403094936003e-05,83.4660894870758,4700,0,4096.0,7814.3447265625,0.8856269366403732,0.7636835260797552,0.7696493740361497,0.7963423711332349,0.6604776843046182
48,0.10456018360331655,0.10456018360331655,0.08798032015562057,0.7856959121288045,0.8799884759686131,0.8726301782470964,0.887471924054026,9.046039886902862e-05,83.6762204170227,4800,0,4096.0,7814.3447265625,0.8901802078708605,0.7668202003166726,0.7716360411785087,0.8040888508560635,0.6677955290451226
49,0.1017368761729449,0.1017368761729449,0.08785700466483831,0.7872139858696875,0.8809398226442552,0.8890823667551405,0.872945069848111,8.996944044490149e-05,83.99466729164124,4900,0,4096.0,7814.3447265625,0.8912224203704024,0.7665155605358325,0.7741760227465828,0.806929422361025,0.6676703513692291
50,0.10034236456267535,0.10034236456267535,0.08852575622498988,0.7841597440183263,0.8790241419215338,0.8835355196611092,0.8745586007907427,8.946756844434988e-05,84.37154412269592,5000,0,4096.0,7814.3447265625,0.8852559453778014,0.7723484880727328,0.774134302522282,0.8007935885731338,0.6615859552839191
51,0.09904233641922473,0.09904233641922473,0.08608051540330053,0.790285922050765,0.8828600083560907,0.8907166037594119,0.8751407998487709,8.895492007416753e-05,84.30098986625671,5100,0,4096.0,7814.3447265625,0.8917687851250415,0.7698210489233888,0.7774708900960736,0.8108755053189861,0.6717384266752995
52,0.09900627817958593,0.09900627817958593,0.09109677873551845,0.776894585800546,0.8744408272824254,0.8774425934512604,0.8714595294147021,8.843163548730012e-05,83.2896580696106,5200,0,4096.0,7814.3447265625,0.8736807146965644,0.7589631444567844,0.7615124666443067,0.7987194005567297,0.6632153609214994
53,0.0980140420794487,0.0980140420794487,0.08557402644306421,0.7903451389451088,0.882896958528107,0.8928248063511683,0.8731874698800469,8.789785774452873e-05,83.23290610313416,5300,0,4096.0,7814.3447265625,0.8889458200112573,0.769398894420654,0.7761600537192452,0.8086300538835804,0.6801381581989635
54,0.09734057386405766,0.09734057386405766,0.08659769650548696,0.7879721019445635,0.8814143141132689,0.8907442327700341,0.8722778181472983,8.735373277535849e-05,83.50497317314148,5400,0,4096.0,7814.3447265625,0.8822054936352824,0.7733492633653227,0.7761141193038268,0.8053985298114775,0.6741129276685268
